tipo_post;post_id;post_link;link;link_domain;UrlCompleta;titulo_facebook
link;71339054219_10153117205439220;https://www.facebook.com/71339054219/posts/10153117205439220;http://a.ln.com.ar/1hjmqt7;;URL NULL;
link;71339054219_10153117249004220;https://www.facebook.com/71339054219/posts/10153117249004220;http://a.ln.com.ar/1Ipxmfx;;URL NULL;
photo;71339054219_10153117307769220;https://www.facebook.com/71339054219/posts/10153117307769220;http://a.ln.com.ar/1OQLt1a;;URL NULL;
link;71339054219_10153117327279220;https://www.facebook.com/71339054219/posts/10153117327279220;http://a.ln.com.ar/1hjgNuT;;URL NULL;
photo;71339054219_10153117331854220;https://www.facebook.com/71339054219/posts/10153117331854220;http://a.ln.com.ar/1OQLt1a;;URL NULL;
photo;71339054219_10153117332414220;https://www.facebook.com/71339054219/posts/10153117332414220;http://a.ln.com.ar/1OQLt1a;;URL NULL;
link;71339054219_10153117367644220;https://www.facebook.com/71339054219/posts/10153117367644220;http://a.ln.com.ar/1eTi9L6;;URL NULL;
link;71339054219_10153117422634220;https://www.facebook.com/71339054219/posts/10153117422634220;http://a.ln.com.ar/1IXsMuv;;URL NULL;
link;71339054219_10153117498069220;https://www.facebook.com/71339054219/posts/10153117498069220;http://a.ln.com.ar/1IpSTok;;URL NULL;
link;71339054219_10153117512719220;https://www.facebook.com/71339054219/posts/10153117512719220;http://a.ln.com.ar/1IXn5MV;;URL NULL;
link;71339054219_10153117601619220;https://www.facebook.com/71339054219/posts/10153117601619220;http://a.ln.com.ar/1IXGBsO;;URL NULL;
link;71339054219_10153117664449220;https://www.facebook.com/71339054219/posts/10153117664449220;http://a.ln.com.ar/1MPv6n1;;URL NULL;
link;71339054219_10153117713424220;https://www.facebook.com/71339054219/posts/10153117713424220;http://a.ln.com.ar/1Iq4GD4;;URL NULL;
photo;71339054219_10153117796409220;https://www.facebook.com/71339054219/posts/10153117796409220;https://www.facebook.com/lanacion/photos/a.10150092000724220.273081.71339054219/10153117796409220/?type=3;;URL NULL;
photo;71339054219_10153117797549220;https://www.facebook.com/71339054219/posts/10153117797549220;https://www.facebook.com/lanacion/photos/a.10150092000724220.273081.71339054219/10153117797549220/?type=3;;URL NULL;
photo;71339054219_10153117798679220;https://www.facebook.com/71339054219/posts/10153117798679220;https://www.facebook.com/lanacion/photos/a.10150092000724220.273081.71339054219/10153117798679220/?type=3;;URL NULL;
photo;71339054219_10153117799754220;https://www.facebook.com/71339054219/posts/10153117799754220;https://www.facebook.com/lanacion/photos/a.10150092000724220.273081.71339054219/10153117799754220/?type=3;;URL NULL;
link;71339054219_10153117801699220;https://www.facebook.com/71339054219/posts/10153117801699220;http://a.ln.com.ar/1IptQS5;;URL NULL;
link;71339054219_10153117928294220;https://www.facebook.com/71339054219/posts/10153117928294220;http://a.ln.com.ar/1gKKKnO;;URL NULL;
link;71339054219_10153118014799220;https://www.facebook.com/71339054219/posts/10153118014799220;http://a.ln.com.ar/1Iq8nZf;;URL NULL;
link;71339054219_10153118071114220;https://www.facebook.com/71339054219/posts/10153118071114220;http://a.ln.com.ar/1MPEqr7;;URL NULL;
link;71339054219_10153118133544220;https://www.facebook.com/71339054219/posts/10153118133544220;http://a.ln.com.ar/1MQ6Zon;;URL NULL;
link;71339054219_10153118201894220;https://www.facebook.com/71339054219/posts/10153118201894220;http://a.ln.com.ar/1eTCL5K;;URL NULL;
link;71339054219_10153118247089220;https://www.facebook.com/71339054219/posts/10153118247089220;http://a.ln.com.ar/1Iqw8R6;;URL NULL;
link;71339054219_10153118284339220;https://www.facebook.com/71339054219/posts/10153118284339220;http://a.ln.com.ar/1ImjS6g;;URL NULL;
link;71339054219_10153118310634220;https://www.facebook.com/71339054219/posts/10153118310634220;http://a.ln.com.ar/1gKPiKW;;URL NULL;
link;71339054219_10153118379414220;https://www.facebook.com/71339054219/posts/10153118379414220;http://a.ln.com.ar/1gKWp5T;;URL NULL;
link;71339054219_10153118403529220;https://www.facebook.com/71339054219/posts/10153118403529220;http://a.ln.com.ar/1Iqwpn4;;URL NULL;
photo;71339054219_10153118462284220;https://www.facebook.com/71339054219/posts/10153118462284220;http://a.ln.com.ar/1gbq5by;;URL NULL;
link;71339054219_10153118514594220;https://www.facebook.com/71339054219/posts/10153118514594220;http://a.ln.com.ar/1MQFlr4;;URL NULL;
link;71339054219_10153118538549220;https://www.facebook.com/71339054219/posts/10153118538549220;http://a.ln.com.ar/1eU4bbZ;;URL NULL;
link;71339054219_10153118650254220;https://www.facebook.com/71339054219/posts/10153118650254220;http://a.ln.com.ar/1IqhBF2;;URL NULL;
link;71339054219_10153118677939220;https://www.facebook.com/71339054219/posts/10153118677939220;http://a.ln.com.ar/1JNdCqq;;URL NULL;
link;71339054219_10153118739959220;https://www.facebook.com/71339054219/posts/10153118739959220;http://a.ln.com.ar/1gKRy4L;;URL NULL;
link;71339054219_10153118778244220;https://www.facebook.com/71339054219/posts/10153118778244220;http://a.ln.com.ar/1JNe2gq;;URL NULL;
photo;71339054219_10153119169264220;https://www.facebook.com/71339054219/posts/10153119169264220;https://www.facebook.com/lanacion/photos/a.10150092000724220.273081.71339054219/10153119169264220/?type=3;;URL NULL;
photo;71339054219_10153119169579220;https://www.facebook.com/71339054219/posts/10153119169579220;https://www.facebook.com/lanacion/photos/a.10150092000724220.273081.71339054219/10153119169579220/?type=3;;URL NULL;
photo;71339054219_10153119169864220;https://www.facebook.com/71339054219/posts/10153119169864220;https://www.facebook.com/lanacion/photos/a.10150092000724220.273081.71339054219/10153119169864220/?type=3;;URL NULL;
link;71339054219_10153119176454220;https://www.facebook.com/71339054219/posts/10153119176454220;http://a.ln.com.ar/1P7ZwAf;;URL NULL;
link;71339054219_10153119246624220;https://www.facebook.com/71339054219/posts/10153119246624220;http://a.ln.com.ar/1MRAk1F;;URL NULL;
link;71339054219_10153119269264220;https://www.facebook.com/71339054219/posts/10153119269264220;http://a.ln.com.ar/1MRyTQM;;URL NULL;
link;71339054219_10153119321629220;https://www.facebook.com/71339054219/posts/10153119321629220;http://a.ln.com.ar/1P86zc5;;URL NULL;
link;71339054219_10153119376434220;https://www.facebook.com/71339054219/posts/10153119376434220;http://a.ln.com.ar/1P8a4PM;;URL NULL;
link;71339054219_10153119399004220;https://www.facebook.com/71339054219/posts/10153119399004220;http://a.ln.com.ar/1InIgo3;;URL NULL;
link;71339054219_10153119460274220;https://www.facebook.com/71339054219/posts/10153119460274220;http://a.ln.com.ar/1JNHDXc;;URL NULL;
link;71339054219_10153119544844220;https://www.facebook.com/71339054219/posts/10153119544844220;http://a.ln.com.ar/1InTb16;;URL NULL;
photo;71339054219_10153119605539220;https://www.facebook.com/71339054219/posts/10153119605539220;http://a.ln.com.ar/1hli6cP;;URL NULL;
photo;71339054219_10153119609989220;https://www.facebook.com/71339054219/posts/10153119609989220;http://a.ln.com.ar/1OT9S6b;;URL NULL;
link;71339054219_10153119617889220;https://www.facebook.com/71339054219/posts/10153119617889220;http://a.ln.com.ar/1MRB4nk;;URL NULL;
photo;71339054219_10153119621089220;https://www.facebook.com/71339054219/posts/10153119621089220;http://a.ln.com.ar/1IZ6EQd;;URL NULL;
link;71339054219_10153119694434220;https://www.facebook.com/71339054219/posts/10153119694434220;http://a.ln.com.ar/1P88Bcj;;URL NULL;
link;71339054219_10153119753494220;https://www.facebook.com/71339054219/posts/10153119753494220;http://a.ln.com.ar/1P8oVJW;;URL NULL;
link;71339054219_10153119779534220;https://www.facebook.com/71339054219/posts/10153119779534220;http://a.ln.com.ar/1IofBPS;;URL NULL;
photo;71339054219_10153119796434220;https://www.facebook.com/71339054219/posts/10153119796434220;http://a.ln.com.ar/1T7qWqq;;URL NULL;
photo;71339054219_10153119798559220;https://www.facebook.com/71339054219/posts/10153119798559220;http://a.ln.com.ar/1gehK6P;;URL NULL;
link;71339054219_10153119810384220;https://www.facebook.com/71339054219/posts/10153119810384220;http://a.ln.com.ar/1P8CFV7;;URL NULL;
photo;71339054219_10153119857514220;https://www.facebook.com/71339054219/posts/10153119857514220;http://a.ln.com.ar/1UqxYZF;;URL NULL;
photo;71339054219_10153119871114220;https://www.facebook.com/71339054219/posts/10153119871114220;http://a.ln.com.ar/1IKv89C;;URL NULL;
photo;71339054219_10153119874569220;https://www.facebook.com/71339054219/posts/10153119874569220;http://a.ln.com.ar/1IKv89C;;URL NULL;
photo;71339054219_10153119900574220;https://www.facebook.com/71339054219/posts/10153119900574220;http://a.ln.com.ar/1IKv89C;;URL NULL;
photo;71339054219_10153119920179220;https://www.facebook.com/71339054219/posts/10153119920179220;http://a.ln.com.ar/1K5pArk;;URL NULL;
photo;71339054219_10153119921889220;https://www.facebook.com/71339054219/posts/10153119921889220;http://a.ln.com.ar/1IKvFZc;;URL NULL;
photo;71339054219_10153119922679220;https://www.facebook.com/71339054219/posts/10153119922679220;http://a.ln.com.ar/1M8b0Uk;;URL NULL;
link;71339054219_10153119951034220;https://www.facebook.com/71339054219/posts/10153119951034220;http://a.ln.com.ar/1P8FpSk;;URL NULL;
link;71339054219_10153119968264220;https://www.facebook.com/71339054219/posts/10153119968264220;http://a.ln.com.ar/1P8k4IO;;URL NULL;
link;71339054219_10153119974359220;https://www.facebook.com/71339054219/posts/10153119974359220;http://a.ln.com.ar/1Ion0yr;;URL NULL;
link;71339054219_10153120051869220;https://www.facebook.com/71339054219/posts/10153120051869220;http://a.ln.com.ar/1Io2Bty;;URL NULL;
link;71339054219_10153120183099220;https://www.facebook.com/71339054219/posts/10153120183099220;http://a.ln.com.ar/1IomoZQ;;URL NULL;
link;71339054219_10153120379764220;https://www.facebook.com/71339054219/posts/10153120379764220;http://a.ln.com.ar/1MSxxoW;;URL NULL;
link;71339054219_10153120403619220;https://www.facebook.com/71339054219/posts/10153120403619220;http://a.ln.com.ar/1JOButS;;URL NULL;
link;71339054219_10153120530289220;https://www.facebook.com/71339054219/posts/10153120530289220;http://a.ln.com.ar/1IovmpM;;URL NULL;
link;71339054219_10153120558639220;https://www.facebook.com/71339054219/posts/10153120558639220;http://a.ln.com.ar/1P8Nre2;;URL NULL;
photo;71339054219_10153120614929220;https://www.facebook.com/71339054219/posts/10153120614929220;http://a.ln.com.ar/1KTWvVj;;URL NULL;
link;71339054219_10153120649779220;https://www.facebook.com/71339054219/posts/10153120649779220;http://a.ln.com.ar/1P8SR8I;;URL NULL;
link;71339054219_10153120668819220;https://www.facebook.com/71339054219/posts/10153120668819220;http://a.ln.com.ar/1P9a0PM;;URL NULL;
link;71339054219_10153120747729220;https://www.facebook.com/71339054219/posts/10153120747729220;http://a.ln.com.ar/1MSS9gJ;;URL NULL;
link;71339054219_10153120781204220;https://www.facebook.com/71339054219/posts/10153120781204220;http://a.ln.com.ar/1MTIiao;;URL NULL;
photo;71339054219_10153120798344220;https://www.facebook.com/71339054219/posts/10153120798344220;http://a.ln.com.ar/1W4tIRm;;URL NULL;
link;71339054219_10153120845414220;https://www.facebook.com/71339054219/posts/10153120845414220;http://a.ln.com.ar/1MTJ3Ap;;URL NULL;
link;71339054219_10153120875509220;https://www.facebook.com/71339054219/posts/10153120875509220;http://a.ln.com.ar/1MTzhyh;;URL NULL;
photo;71339054219_10153120897844220;https://www.facebook.com/71339054219/posts/10153120897844220;https://www.facebook.com/lanacion/photos/a.10150092000724220.273081.71339054219/10153120897844220/?type=3;;URL NULL;
link;71339054219_10153120944924220;https://www.facebook.com/71339054219/posts/10153120944924220;http://a.ln.com.ar/1JOpqsy;;URL NULL;
link;71339054219_10153120976924220;https://www.facebook.com/71339054219/posts/10153120976924220;http://a.ln.com.ar/1IpgOq2;;URL NULL;
link;71339054219_10153121026764220;https://www.facebook.com/71339054219/posts/10153121026764220;http://a.ln.com.ar/1P9mbfn;;URL NULL;
link;71339054219_10153121043109220;https://www.facebook.com/71339054219/posts/10153121043109220;http://a.ln.com.ar/1P9uqIm;;URL NULL;
link;71339054219_10153121057094220;https://www.facebook.com/71339054219/posts/10153121057094220;http://a.ln.com.ar/1ImDB5V;;URL NULL;
link;71339054219_10153121177814220;https://www.facebook.com/71339054219/posts/10153121177814220;http://a.ln.com.ar/1IoVkJK;;URL NULL;
link;71339054219_10153121202254220;https://www.facebook.com/71339054219/posts/10153121202254220;http://a.ln.com.ar/1JNemfo;;URL NULL;
link;71339054219_10153121289949220;https://www.facebook.com/71339054219/posts/10153121289949220;http://a.ln.com.ar/1IprepN;;URL NULL;
link;71339054219_10153121322729220;https://www.facebook.com/71339054219/posts/10153121322729220;http://a.ln.com.ar/1MTyXPT;;URL NULL;
link;71339054219_10153121370094220;https://www.facebook.com/71339054219/posts/10153121370094220;http://a.ln.com.ar/1KUm6xq;;URL NULL;
link;71339054219_10153121390379220;https://www.facebook.com/71339054219/posts/10153121390379220;http://a.ln.com.ar/1P7wQam;;URL NULL;
link;71339054219_10153121443254220;https://www.facebook.com/71339054219/posts/10153121443254220;http://a.ln.com.ar/1KUlQi2;;URL NULL;
link;71339054219_10153121462794220;https://www.facebook.com/71339054219/posts/10153121462794220;http://a.ln.com.ar/1JOUB74;;URL NULL;
link;71339054219_10153121495234220;https://www.facebook.com/71339054219/posts/10153121495234220;http://a.ln.com.ar/1MTSOOR;;URL NULL;
link;71339054219_10153121603419220;https://www.facebook.com/71339054219/posts/10153121603419220;http://a.ln.com.ar/1DxV0JI;;URL NULL;
link;71339054219_10153121624664220;https://www.facebook.com/71339054219/posts/10153121624664220;http://a.ln.com.ar/1P9v2Ok;;URL NULL;
link;71339054219_10153121644114220;https://www.facebook.com/71339054219/posts/10153121644114220;http://a.ln.com.ar/1Ipu51G;;URL NULL;
photo;71339054219_10153121711564220;https://www.facebook.com/71339054219/posts/10153121711564220;https://www.facebook.com/lanacion/photos/a.10150092000724220.273081.71339054219/10153121711564220/?type=3;;URL NULL;
photo;71339054219_10153121712124220;https://www.facebook.com/71339054219/posts/10153121712124220;https://www.facebook.com/lanacion/photos/a.10150092000724220.273081.71339054219/10153121712124220/?type=3;;URL NULL;
photo;71339054219_10153121712419220;https://www.facebook.com/71339054219/posts/10153121712419220;https://www.facebook.com/lanacion/photos/a.10150092000724220.273081.71339054219/10153121712419220/?type=3;;URL NULL;
photo;71339054219_10153121712804220;https://www.facebook.com/71339054219/posts/10153121712804220;https://www.facebook.com/lanacion/photos/a.10150092000724220.273081.71339054219/10153121712804220/?type=3;;URL NULL;
link;71339054219_10153121716259220;https://www.facebook.com/71339054219/posts/10153121716259220;http://a.ln.com.ar/1M9UWBD;;URL NULL;
link;71339054219_10153121753809220;https://www.facebook.com/71339054219/posts/10153121753809220;http://a.ln.com.ar/1K6Y0d4;;URL NULL;
link;71339054219_10153121781549220;https://www.facebook.com/71339054219/posts/10153121781549220;http://a.ln.com.ar/1Pamp5S;;URL NULL;
link;71339054219_10153121853444220;https://www.facebook.com/71339054219/posts/10153121853444220;http://a.ln.com.ar/1K712Oy;;URL NULL;
link;71339054219_10153121932169220;https://www.facebook.com/71339054219/posts/10153121932169220;http://a.ln.com.ar/1M9WefS;;URL NULL;
link;71339054219_10153121941699220;https://www.facebook.com/71339054219/posts/10153121941699220;http://a.ln.com.ar/1K6VjZg;;URL NULL;
link;71339054219_10153121972414220;https://www.facebook.com/71339054219/posts/10153121972414220;http://a.ln.com.ar/1KVsAwb;;URL NULL;
photo;71339054219_10153122021199220;https://www.facebook.com/71339054219/posts/10153122021199220;http://a.ln.com.ar/1IvxFFt;;URL NULL;
link;71339054219_10153122022939220;https://www.facebook.com/71339054219/posts/10153122022939220;http://a.ln.com.ar/1KVt5WY;;URL NULL;
photo;71339054219_10153122143354220;https://www.facebook.com/71339054219/posts/10153122143354220;http://a.ln.com.ar/1Mf3KHT;;URL NULL;
link;71339054219_10153122165249220;https://www.facebook.com/71339054219/posts/10153122165249220;http://a.ln.com.ar/1MagQoc;;URL NULL;
photo;71339054219_10153122176624220;https://www.facebook.com/71339054219/posts/10153122176624220;http://a.ln.com.ar/1Mf3KHT;;URL NULL;
link;71339054219_10153122178214220;https://www.facebook.com/71339054219/posts/10153122178214220;http://a.ln.com.ar/1K75xZr;;URL NULL;
photo;71339054219_10153122179744220;https://www.facebook.com/71339054219/posts/10153122179744220;http://a.ln.com.ar/1Mf3KHT;;URL NULL;
photo;71339054219_10153122188674220;https://www.facebook.com/71339054219/posts/10153122188674220;http://a.ln.com.ar/1PaXX4o;;URL NULL;
link;71339054219_10153122210634220;https://www.facebook.com/71339054219/posts/10153122210634220;http://a.ln.com.ar/1MajgTK;;URL NULL;
photo;71339054219_10153122226639220;https://www.facebook.com/71339054219/posts/10153122226639220;http://a.ln.com.ar/1MVTzXP;;URL NULL;
video;71339054219_10153122242574220;https://www.facebook.com/71339054219/posts/10153122242574220;https://www.facebook.com/lanacion/videos/10153122242574220/;;URL NULL;
link;71339054219_10153122259844220;https://www.facebook.com/71339054219/posts/10153122259844220;http://a.ln.com.ar/1PaMEcH;;URL NULL;
photo;71339054219_10153122270784220;https://www.facebook.com/71339054219/posts/10153122270784220;http://a.ln.com.ar/1K7FIIJ;;URL NULL;
link;71339054219_10153122285664220;https://www.facebook.com/71339054219/posts/10153122285664220;http://a.ln.com.ar/1K7DsRJ;;URL NULL;
link;71339054219_10153122318984220;https://www.facebook.com/71339054219/posts/10153122318984220;http://a.ln.com.ar/1Pb6Nz4;;URL NULL;
link;71339054219_10153122343479220;https://www.facebook.com/71339054219/posts/10153122343479220;http://a.ln.com.ar/1MarNWP;;URL NULL;
photo;71339054219_10153122358014220;https://www.facebook.com/71339054219/posts/10153122358014220;http://a.ln.com.ar/1HvLFNL;;URL NULL;
link;71339054219_10153122363014220;https://www.facebook.com/71339054219/posts/10153122363014220;http://a.ln.com.ar/1PaP0YX;;URL NULL;
photo;71339054219_10153122382499220;https://www.facebook.com/71339054219/posts/10153122382499220;http://a.ln.com.ar/1KUKoVl;;URL NULL;
photo;71339054219_10153122385819220;https://www.facebook.com/71339054219/posts/10153122385819220;http://a.ln.com.ar/1MatCTJ;;URL NULL;
photo;71339054219_10153122387624220;https://www.facebook.com/71339054219/posts/10153122387624220;http://a.ln.com.ar/1DA8Uek;;URL NULL;
photo;71339054219_10153122390814220;https://www.facebook.com/71339054219/posts/10153122390814220;http://a.ln.com.ar/1W67PBd;;URL NULL;
photo;71339054219_10153122393349220;https://www.facebook.com/71339054219/posts/10153122393349220;http://a.ln.com.ar/1J1nrCd;;URL NULL;
photo;71339054219_10153122395114220;https://www.facebook.com/71339054219/posts/10153122395114220;http://a.ln.com.ar/1NfeEdV;;URL NULL;
link;71339054219_10153122428174220;https://www.facebook.com/71339054219/posts/10153122428174220;http://a.ln.com.ar/1Pb12Bq;;URL NULL;
link;71339054219_10153122477714220;https://www.facebook.com/71339054219/posts/10153122477714220;http://a.ln.com.ar/1K7BalE;;URL NULL;
photo;71339054219_10153122571409220;https://www.facebook.com/71339054219/posts/10153122571409220;http://a.ln.com.ar/1UtHNWN;;URL NULL;
link;71339054219_10153122577444220;https://www.facebook.com/71339054219/posts/10153122577444220;http://a.ln.com.ar/1Pb6AMq;;URL NULL;
photo;71339054219_10153122580979220;https://www.facebook.com/71339054219/posts/10153122580979220;http://a.ln.com.ar/1Tc3h8c;;URL NULL;
link;71339054219_10153122598734220;https://www.facebook.com/71339054219/posts/10153122598734220;http://a.ln.com.ar/1Pbrr23;;URL NULL;
photo;71339054219_10153122599904220;https://www.facebook.com/71339054219/posts/10153122599904220;http://a.ln.com.ar/1gQiGiH;;URL NULL;
photo;71339054219_10153122610819220;https://www.facebook.com/71339054219/posts/10153122610819220;http://a.ln.com.ar/1UtLg7I;;URL NULL;
link;71339054219_10153122636314220;https://www.facebook.com/71339054219/posts/10153122636314220;http://a.ln.com.ar/1KVWKza;;URL NULL;
video;71339054219_10153122637834220;https://www.facebook.com/71339054219/posts/10153122637834220;https://www.facebook.com/lanacion/videos/10153122637834220/;;URL NULL;
link;71339054219_10153122700129220;https://www.facebook.com/71339054219/posts/10153122700129220;http://a.ln.com.ar/1Pbu8Rk;;URL NULL;
link;71339054219_10153122744854220;https://www.facebook.com/71339054219/posts/10153122744854220;http://a.ln.com.ar/1KVWa4s;;URL NULL;
link;71339054219_10153122795144220;https://www.facebook.com/71339054219/posts/10153122795144220;http://a.ln.com.ar/1MaxYtW;;URL NULL;
link;71339054219_10153122933769220;https://www.facebook.com/71339054219/posts/10153122933769220;http://a.ln.com.ar/1PbQwKd;;URL NULL;
link;71339054219_10153122972869220;https://www.facebook.com/71339054219/posts/10153122972869220;http://a.ln.com.ar/1KWiISM;;URL NULL;
link;71339054219_10153123036554220;https://www.facebook.com/71339054219/posts/10153123036554220;http://a.ln.com.ar/1K8qtiO;;URL NULL;
link;71339054219_10153123060314220;https://www.facebook.com/71339054219/posts/10153123060314220;http://a.ln.com.ar/1Pbuyr0;;URL NULL;
link;71339054219_10153123115624220;https://www.facebook.com/71339054219/posts/10153123115624220;http://a.ln.com.ar/1MaUIKq;;URL NULL;
link;71339054219_10153123137489220;https://www.facebook.com/71339054219/posts/10153123137489220;http://a.ln.com.ar/1MaRpD0;;URL NULL;
link;71339054219_10153123183284220;https://www.facebook.com/71339054219/posts/10153123183284220;http://a.ln.com.ar/1PbzpIx;;URL NULL;
link;71339054219_10153123225274220;https://www.facebook.com/71339054219/posts/10153123225274220;http://a.ln.com.ar/1PbQxOi;;URL NULL;
link;71339054219_10153123248259220;https://www.facebook.com/71339054219/posts/10153123248259220;http://a.ln.com.ar/1K8hbDj;;URL NULL;
link;71339054219_10153123274214220;https://www.facebook.com/71339054219/posts/10153123274214220;http://a.ln.com.ar/1PbC70B;;URL NULL;
link;71339054219_10153123303279220;https://www.facebook.com/71339054219/posts/10153123303279220;http://a.ln.com.ar/1PbpRgM;;URL NULL;
link;71339054219_10153123354924220;https://www.facebook.com/71339054219/posts/10153123354924220;http://a.ln.com.ar/1KVVX1a;;URL NULL;
link;71339054219_10153123370869220;https://www.facebook.com/71339054219/posts/10153123370869220;http://a.ln.com.ar/1MaK5Y1;;URL NULL;
link;71339054219_10153123412659220;https://www.facebook.com/71339054219/posts/10153123412659220;http://a.ln.com.ar/1K8sYBH;;URL NULL;
link;71339054219_10153123440809220;https://www.facebook.com/71339054219/posts/10153123440809220;http://a.ln.com.ar/1PbVgzD;;URL NULL;
photo;71339054219_10153123619634220;https://www.facebook.com/71339054219/posts/10153123619634220;https://www.facebook.com/lanacion/photos/a.10150092000724220.273081.71339054219/10153123619634220/?type=3;;URL NULL;
photo;71339054219_10153123619969220;https://www.facebook.com/71339054219/posts/10153123619969220;https://www.facebook.com/lanacion/photos/a.10150092000724220.273081.71339054219/10153123619969220/?type=3;;URL NULL;
link;71339054219_10153124092964220;https://www.facebook.com/71339054219/posts/10153124092964220;http://a.ln.com.ar/1K99QU6;;URL NULL;
link;71339054219_10153124216409220;https://www.facebook.com/71339054219/posts/10153124216409220;http://a.ln.com.ar/1T3KJMD;;URL NULL;
link;71339054219_10153124276199220;https://www.facebook.com/71339054219/posts/10153124276199220;http://a.ln.com.ar/1T3NrBQ;;URL NULL;
link;71339054219_10153124303144220;https://www.facebook.com/71339054219/posts/10153124303144220;http://a.ln.com.ar/1T3OHon;;URL NULL;
link;71339054219_10153124366439220;https://www.facebook.com/71339054219/posts/10153124366439220;http://a.ln.com.ar/1DCB2xD;;URL NULL;
link;71339054219_10153124402124220;https://www.facebook.com/71339054219/posts/10153124402124220;http://a.ln.com.ar/1DCEpo6;;URL NULL;
photo;71339054219_10153124416119220;https://www.facebook.com/71339054219/posts/10153124416119220;http://a.ln.com.ar/1gPZ5zk;;URL NULL;
photo;71339054219_10153124417634220;https://www.facebook.com/71339054219/posts/10153124417634220;http://a.ln.com.ar/1MStWbf;;URL NULL;
photo;71339054219_10153124418254220;https://www.facebook.com/71339054219/posts/10153125608599220;http://a.ln.com.ar/1KUSMUL;;URL NULL;
link;71339054219_10153124487509220;https://www.facebook.com/71339054219/posts/10153124487509220;http://a.ln.com.ar/1T5ytLz;;URL NULL;
link;71339054219_10153124517664220;https://www.facebook.com/71339054219/posts/10153124517664220;http://a.ln.com.ar/1NgNaEA;;URL NULL;
photo;71339054219_10153124549519220;https://www.facebook.com/71339054219/posts/10153124549519220;https://www.facebook.com/lanacion/photos/a.10150092000724220.273081.71339054219/10153124549519220/?type=3;;URL NULL;
photo;71339054219_10153124550339220;https://www.facebook.com/71339054219/posts/10153124550339220;https://www.facebook.com/lanacion/photos/a.10150092000724220.273081.71339054219/10153124550339220/?type=3;;URL NULL;
link;71339054219_10153124596289220;https://www.facebook.com/71339054219/posts/10153124596289220;http://a.ln.com.ar/1DCDXpS;;URL NULL;
link;71339054219_10153124628944220;https://www.facebook.com/71339054219/posts/10153124628944220;http://a.ln.com.ar/1T5QAkB;;URL NULL;
link;71339054219_10153124708064220;https://www.facebook.com/71339054219/posts/10153124708064220;http://a.ln.com.ar/1T61IxI;;URL NULL;
link;71339054219_10153124745104220;https://www.facebook.com/71339054219/posts/10153124745104220;http://a.ln.com.ar/1NhvJ6Z;;URL NULL;
photo;71339054219_10153124775374220;https://www.facebook.com/71339054219/posts/10153124775374220;http://a.ln.com.ar/1DD2ifu;;URL NULL;
photo;71339054219_10153124780964220;https://www.facebook.com/71339054219/posts/10153124780964220;http://a.ln.com.ar/1Dy4KnO;;URL NULL;
photo;71339054219_10153124788589220;https://www.facebook.com/71339054219/posts/10153124788589220;http://a.ln.com.ar/1KXzvVB;;URL NULL;
link;71339054219_10153124803834220;https://www.facebook.com/71339054219/posts/10153124803834220;http://a.ln.com.ar/1NhAsW5;;URL NULL;
link;71339054219_10153124830744220;https://www.facebook.com/71339054219/posts/10153124830744220;http://a.ln.com.ar/1T5AffM;;URL NULL;
link;71339054219_10153124886589220;https://www.facebook.com/71339054219/posts/10153124886589220;http://a.ln.com.ar/1Pb6AMq;;URL NULL;
link;71339054219_10153124916829220;https://www.facebook.com/71339054219/posts/10153124916829220;http://a.ln.com.ar/1T5OS2H;;URL NULL;
link;71339054219_10153125034584220;https://www.facebook.com/71339054219/posts/10153125034584220;http://a.ln.com.ar/1DDjcuk;;URL NULL;
link;71339054219_10153125063359220;https://www.facebook.com/71339054219/posts/10153125063359220;http://a.ln.com.ar/1T5HQef;;URL NULL;
link;71339054219_10153125121099220;https://www.facebook.com/71339054219/posts/10153125121099220;http://a.ln.com.ar/1DDjPUA;;URL NULL;
link;71339054219_10153125146409220;https://www.facebook.com/71339054219/posts/10153125146409220;http://a.ln.com.ar/1KaQVs7;;URL NULL;
link;71339054219_10153125200214220;https://www.facebook.com/71339054219/posts/10153125200214220;http://a.ln.com.ar/1T6Jmgb;;URL NULL;
link;71339054219_10153125223224220;https://www.facebook.com/71339054219/posts/10153125223224220;http://a.ln.com.ar/1KahYnf;;URL NULL;
link;71339054219_10153125292259220;https://www.facebook.com/71339054219/posts/10153125292259220;http://a.ln.com.ar/1T6K5hk;;URL NULL;
link;71339054219_10153125321984220;https://www.facebook.com/71339054219/posts/10153125321984220;http://a.ln.com.ar/1NhCuFD;;URL NULL;
link;71339054219_10153125367839220;https://www.facebook.com/71339054219/posts/10153125367839220;http://a.ln.com.ar/1DCIFE7;;URL NULL;
link;71339054219_10153125388769220;https://www.facebook.com/71339054219/posts/10153125388769220;http://a.ln.com.ar/1NhzysJ;;URL NULL;
link;71339054219_10153125435194220;https://www.facebook.com/71339054219/posts/10153125435194220;http://a.ln.com.ar/1DD6Gv0;;URL NULL;
link;71339054219_10153125470579220;https://www.facebook.com/71339054219/posts/10153125470579220;http://a.ln.com.ar/1T5Mglh;;URL NULL;
link;71339054219_10153125512074220;https://www.facebook.com/71339054219/posts/10153125512074220;http://a.ln.com.ar/1KaR4vI;;URL NULL;
